Disease,MealType,FoodName,DietType,Cuisine,Calories,Protein (g),Carbs (g),Fats (g),Ingredients,PreparationSteps,HealthNotes,disease_encoded,mealtype_encoded,diettype_encoded,cuisine_encoded,calories_scaled,protein_scaled,carbs_scaled,fats_scaled
Anemia,Breakfast,Vegetable Soup light masala,Vegetarian,Continental,599,40.0,83.8,5.8,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,0,3,1,1.381618571719548,1.7657096920272783,1.4301424238967368,-1.3412157955573474
PCOS,Breakfast,Baked Cod with Herbs with herbs,Pescatarian,Continental,387,32.5,20.0,3.1,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Higher protein and low-glycemic carbohydrates to help regulate insulin and support hormones.,12,0,1,1,-0.11423983550985059,0.9977916926996673,-1.3926375009083547,-1.7194500305523903
Fatty Liver,Snack,Vegetable Soup with spinach,Vegetarian,Continental,408,10.6,23.0,14.8,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Low sugar and refined carbs; moderate healthy fats and lean protein to support liver health.,4,3,3,1,0.03393481803645775,-1.2445288653369575,-1.2599049025632878,-0.08043501224053816
Obesity,Lunch,Vegetable Upma,Vegetarian,Indian,497,11.5,29.9,16.8,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,2,3,2,0.6619131116374788,-1.152378705417644,-0.9546199263696337,0.19973849516319722
Obesity,Lunch,Lentil Stew,Vegan,Mediterranean,401,17.1,24.1,7.8,"lentils (moong/masoor), onion, tomato, turmeric, cumin, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,2,2,3,-0.015456733145645031,-0.578999932586361,-1.2112362831700965,-1.0610422881536121
High Cholesterol,Dinner,Vegetable Upma with herbs,Vegetarian,Indian,297,21.4,74.6,8.7,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",High soluble fiber and lean proteins to reduce LDL cholesterol.,8,1,3,2,-0.7492740649940292,-0.13872694630519744,1.0230957889718644,-0.9349642098219313
Gastritis,Breakfast,Egg Bhurji,Non-Vegetarian,Indian,582,35.0,72.4,7.9,"egg whites, spinach, onion, pepper, olive oil spray","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,0,0,2,1.2616676617058697,1.2537643591422043,0.9257585501854825,-1.0470336127834254
Gastritis,Snack,Grilled Chicken Bowl,Non-Vegetarian,Mediterranean,163,32.9,46.1,5.9,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,3,0,3,-1.6947694733371397,1.038747319330473,-0.23786389530627175,-1.3272071201871607
Celiac Disease,Dinner,Vegetable Soup,Vegetarian,Continental,428,14.2,22.0,16.5,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.","Strictly gluten-free ingredients (rice, quinoa, millet) to avoid autoimmune reaction.",1,1,3,1,0.17505353569960855,-0.8759282256597041,-1.3041491020116434,0.15771246905263683
Depression/Anxiety,Breakfast,Besan Chilla,Vegan,Indian,625,35.5,85.6,9.1,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Mood-supporting nutrients: omega-3s, vitamin D, B vitamins, magnesium; balanced meals.",2,0,2,2,1.565072904681644,1.3049588924307116,1.5097819829037769,-0.8789295083411842
Hypertension,Dinner,Chickpea Salad and mixed veggies,Vegetarian,Mediterranean,444,19.9,47.4,21.3,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,1,3,3,0.2879485098301292,-0.29231054617071967,-0.1803464360234095,0.8301288868216019
Fatty Liver,Lunch,Grilled Tandoori Chicken,Non-Vegetarian,Indian,505,24.9,59.6,3.6,"lean chicken breast, garlic, yogurt (low-fat), spices (paprika, turmeric), olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Low sugar and refined carbs; moderate healthy fats and lean protein to support liver health.,4,2,0,2,0.7183605987027392,0.21963478671435444,0.35943279724652977,-1.6494066537014564
PCOS,Dinner,Vegetable Soup,Vegetarian,Continental,397,25.0,72.3,19.7,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Higher protein and low-glycemic carbohydrates to help regulate insulin and support hormones.,12,1,3,1,-0.043680476678275196,0.22987369337205607,0.9213341302406466,0.6059900808986134
Hypertension,Lunch,Roasted Veggie Bowl,Vegan,Continental,366,26.3,13.1,23.4,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,2,2,1,-0.26241448905615894,0.3629794799221754,-1.6979224771020087,1.1243110695955238
Kidney Disease,Dinner,Grilled Mackerel,Pescatarian,Asian,316,29.7,13.6,22.0,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Lower sodium and potassium when needed; moderate protein and controlled phosphorus.,10,1,1,0,-0.615211283214036,0.7111023062840257,-1.675800377377831,0.9281896144129091
Obesity,Breakfast,Baked Cod with Herbs,Pescatarian,Continental,343,36.4,52.5,23.0,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,0,1,1,-0.4247010143687824,1.397109052350025,0.04529898116320446,1.0682763681147769
Anemia,Breakfast,Vegetable Soup light masala,Vegetarian,Continental,375,21.6,30.2,21.9,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,0,3,1,-0.19891106610774106,-0.1182491329897942,-0.941346666535127,0.9141809390427222
Thyroid,Snack,Oats Idli and mixed veggies,Vegetarian,Indian,372,9.2,29.4,19.6,"rolled oats, water or low-fat milk, nuts (almonds/walnuts), seeds (flax/chia), fresh berries or fruit","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook oats in water or low-fat milk over medium heat until soft. 3) Stir in seeds and nuts; simmer briefly; add fresh fruits or cinnamon for flavor. 4) Serve warm; portion control advised for diabetes/weight management.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,3,3,2,-0.2200788737572137,-1.3878735585447783,-0.9767420260938116,0.5919814055284269
Hypertension,Dinner,Egg Bhurji with spinach,Non-Vegetarian,Indian,422,15.5,49.4,13.0,"egg whites, spinach, onion, pepper, olive oil spray","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,1,0,2,0.1327179204006633,-0.7428224391095848,-0.09185803712669817,-0.3325911689039001
High Cholesterol,Lunch,Stuffed Peppers and mixed veggies,Vegan,Continental,600,36.9,37.2,24.9,"spinach, onion, pepper, olive oil spray, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",High soluble fiber and lean proteins to reduce LDL cholesterol.,8,2,2,1,1.3886745076027054,1.4483035856385322,-0.6316372703966371,1.3344412001483252
Diabetes,Dinner,Grilled Chicken Bowl,Non-Vegetarian,Mediterranean,249,13.2,52.0,22.2,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,1,0,3,-1.087958987385591,-0.9783172922367189,0.023176881439026627,0.9562069651532826
Heart Disease,Breakfast,Turkey Salad light masala,Non-Vegetarian,Continental,335,14.4,80.1,18.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,0,0,1,-0.4811485014340427,-0.8554504123443011,1.2664388859378206,0.36784259960543836
Thyroid,Dinner,Grilled Mackerel,Pescatarian,Asian,459,37.6,42.0,23.9,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,1,1,0,0.3937875480774923,1.519975932242443,-0.41926511304453007,1.1943544464464575
High Cholesterol,Snack,Egg Bhurji and mixed veggies,Non-Vegetarian,Indian,191,14.1,71.5,8.5,"egg whites, spinach, onion, pepper, olive oil spray","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",High soluble fiber and lean proteins to reduce LDL cholesterol.,8,3,0,2,-1.4972032686087284,-0.8861671323174055,0.8859387706819621,-0.9629815605623048
Obesity,Dinner,Stir-fried Tempeh and Veggies,Vegan,Asian,594,8.8,61.9,26.0,"firm tofu or tempeh, soy sauce (low sodium), mixed vegetables, garlic, ginger, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Press and cube tofu; marinate with low-sodium soy and spices. 3) Stir-fry on high heat with vegetables to retain texture. 4) Finish with a splash of lemon and chopped herbs; serve hot.",Lower-calorie meals with high fiber and protein to increase satiety and support weight loss.,11,1,2,0,1.3463388923037602,-1.428829185175584,0.46119445597774766,1.4885366292203799
